index,name,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
80,Vir./European/1-200 catfish virus/C5H9K1_9VIRU/260-459,C5H9K1_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Ranavirus,Epizootic haematopoietic necrosis virus,European catfish virus,,,,,,,,,,,,,,

81,Vir./Feldmannia/1-187 species virus/B5LWE8_9PHYC/244-430,B5LWE8_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Feldmannia species virus,,,,,,,,,,,,,,,,

82,Vir./Frog/1-200 virus 3 isolate Goorha FV-3/MCP_FRG3G/260-459,MCP_FRG3G,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Ranavirus,Frog virus 3 (FV-3),Frog virus 3 (isolate Goorha) (FV-3),,,,,,,,,,,,,,

83,Vir./German/1-200 gecko ranavirus/A0A0D3R3S9_9VIRU/260-459,A0A0D3R3S9_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Ranavirus,Frog virus 3 (FV-3),German gecko ranavirus,,,,,,,,,,,,,,

84,Vir./Grouper/1-200 iridovirus/Q5GAH7_9VIRU/260-459,Q5GAH7_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Ranavirus,Singapore grouper iridovirus,Grouper iridovirus,,,,,,,,,,,,,,

85,Vir./Heliothis/1-187 virescens ascovirus 3e HvAV-3e/CAPSD_HVAVE/259-445,CAPSD_HVAVE,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Ascoviridae,Ascovirus,Heliothis virescens ascovirus 3a,Heliothis virescens ascovirus 3e (HvAV-3e),,,,,,,,,,,,,,,

86,Vir./Heterosigma/1-194 akashiwo virus 01 HaV01/Q4H484_HAV01/242-435,Q4H484_HAV01,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Raphidovirus,Heterosigma akashiwo virus 01 (HaV01),,,,,,,,,,,,,,,,

87,Vir./Infectious/1-199 spleen and kidney necrosis virus ISKNV/Q8V5D9_ISKNV/251-449,Q8V5D9_ISKNV,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Megalocytivirus,Infectious spleen and kidney necrosis virus (ISKNV),,,,,,,,,,,,,,,

88,Vir./Infectious/1-199 spleen and kidney necrosis virus isolate Mandarin fish/China/Nanhai/1998 ISKNV/Q77HV9_ISKNN/251-449,Q77HV9_ISKNN,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Megalocytivirus,Infectious spleen and kidney necrosis virus (ISKNV),Infectious spleen and kidney necrosis virus (isolate Mandarin fish/China/Nanhai/1998) (ISKNV),,,,,,,,,,,,,,

89,Vir./Insectomime/1-198 virus/S5R288_9VIRU/273-470,S5R288_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,Marseillevirus,unclassified Marseillevirus,Insectomime virus,,,,,,,,,,,,,,,

90,Vir./Invertebrate/1-201 iridescent virus 6 IIV-6 Chilo iridescent virus/MCP_IIV6/263-463,MCP_IIV6,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Betairidovirinae,Iridovirus (small iridescent insect viruses),Invertebrate iridescent virus 6 (IIV-6) (Chilo iridescent virus),,,,,,,,,,,,,,,

91,Vir./Invertebrate/1-199 iridovirus 22/S6DA63_9VIRU/259-457,S6DA63_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Betairidovirinae,Chloriridovirus,unclassified Chloriridovirus,Invertebrate iridovirus 22,,,,,,,,,,,,,,

92,Vir./Invertebrate/1-199 iridescent virus 30/W8W261_9VIRU/259-457,W8W261_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Betairidovirinae,Chloriridovirus,unclassified Chloriridovirus,Invertebrate iridescent virus 30,,,,,,,,,,,,,,

93,Vir./Invertebrate/1-199 iridescent virus 3 IIV-3 Mosquito iridescent virus/MCP_IIV3/264-462,MCP_IIV3,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Betairidovirinae,Chloriridovirus,Invertebrate iridescent virus 3 (IIV-3) (Mosquito iridescent virus),,,,,,,,,,,,,,,

94,Vir./Invertebrate/1-199 iridescent virus 22/W8W2P9_9VIRU/259-457,W8W2P9_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Betairidovirinae,Chloriridovirus,Invertebrate iridescent virus 22,,,,,,,,,,,,,,,

95,Vir./Large/1-199 yellow croaker iridovirus/Q0IKK3_ISKNV/251-449,Q0IKK3_ISKNV,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Megalocytivirus,Infectious spleen and kidney necrosis virus (ISKNV),Large yellow croaker iridovirus,,,,,,,,,,,,,,

96,Vir./Lausannevirus/F2WLT1_9VIRU/273-470,F2WLT1_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,Lausannevirus,,,,,,,,,,,,,,,,,

97,Vir./Lymphocystis/1-201 disease virus Sa/A0A1B2RVY7_9VIRU/255-455,A0A1B2RVY7_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Lymphocystivirus,unclassified Lymphocystivirus,Lymphocystis disease virus Sa,,,,,,,,,,,,,,

98,Vir./Lymphocystis/1-201 disease virus 1 isolate Darai LCDV-1/MCP_LCDV1/255-455,MCP_LCDV1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Lymphocystivirus,Fish lymphocystis disease virus (FLDV),Lymphocystis disease virus 1 (isolate Darai) (LCDV-1),,,,,,,,,,,,,,

99,Vir./Lymphocystis/1-201 disease virus - isolate China/Q6JLA3_9VIRU/255-455,Q6JLA3_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Lymphocystivirus,unclassified Lymphocystivirus,Lymphocystis disease virus - isolate China,,,,,,,,,,,,,,

100,Vir./Marseillevirus/1-198 marseillevirus GBM/D2XAY2_GBMV/276-473,D2XAY2_GBMV,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,Marseillevirus,Marseillevirus marseillevirus (GBM),,,,,,,,,,,,,,,,

101,Vir./Megavirus/1-587 chiliensis/G5CQ21_9VIRU/1673-2259,G5CQ21_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Mimivirus,unclassified Mimivirus,Megavirus chiliensis,,,,,,,,,,,,,,,

102,Vir./Megavirus/1-187 chiliensis/G5CQ22_9VIRU/416-602,G5CQ22_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Mimivirus,unclassified Mimivirus,Megavirus chiliensis,,,,,,,,,,,,,,,

103,Vir./Megavirus/1-182 chiliensis/G5CT90_9VIRU/327-508,G5CT90_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Mimivirus,unclassified Mimivirus,Megavirus chiliensis,,,,,,,,,,,,,,,

104,Vir./Megavirus/1-343 chiliensis/G5CQ36_9VIRU/242-584,G5CQ36_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Mimivirus,unclassified Mimivirus,Megavirus chiliensis,,,,,,,,,,,,,,,

105,Vir./Melbournevirus/A0A097I267_9VIRU/273-470,A0A097I267_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,Marseillevirus,unclassified Marseillevirus,Melbournevirus,,,,,,,,,,,,,,,

106,Vir./Micromonas/1-111 pusilla virus SP1 MpV-SP1/G9E5X8_MPSP1/234-344,G9E5X8_MPSP1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Micromonas pusilla virus SP1 (MpV-SP1),,,,,,,,,,,,,,,,

107,Vir./Micromonas/1-98 pusilla virus SP1 MpV-SP1/G9E5W9_MPSP1/242-339,G9E5W9_MPSP1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Micromonas pusilla virus SP1 (MpV-SP1),,,,,,,,,,,,,,,,

108,Vir./Micromonas/1-148 sp. RCC1109 virus MpV1/E5EQA7_9PHYC/192-339,E5EQA7_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas sp. RCC1109 virus MpV1,,,,,,,,,,,,,,,

109,Vir./Micromonas/1-110 sp. RCC1109 virus MpV1/E5EQB5_9PHYC/234-343,E5EQB5_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas sp. RCC1109 virus MpV1,,,,,,,,,,,,,,,

110,Vir./Micromonas/1-109 pusilla virus 12T/M4QML0_9PHYC/236-344,M4QML0_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas pusilla virus 12T,,,,,,,,,,,,,,,

111,Vir./Micromonas/1-172 pusilla virus 12T/M4QRD1_9PHYC/181-352,M4QRD1_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas pusilla virus 12T,,,,,,,,,,,,,,,

112,Vir./Micromonas/1-160 sp. RCC1109 virus MpV1/E5EQQ6_9PHYC/201-360,E5EQQ6_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas sp. RCC1109 virus MpV1,,,,,,,,,,,,,,,

113,Vir./Micromonas/1-160 pusilla virus SP1 MpV-SP1/G9E6B9_MPSP1/201-360,G9E6B9_MPSP1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Micromonas pusilla virus SP1 (MpV-SP1),,,,,,,,,,,,,,,,

114,Vir./Micromonas/1-159 pusilla virus 12T/M4QRW0_9PHYC/204-362,M4QRW0_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas pusilla virus 12T,,,,,,,,,,,,,,,

115,Vir./Micromonas/1-175 pusilla virus SP1 MpV-SP1/G9E5W4_MPSP1/195-369,G9E5W4_MPSP1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Micromonas pusilla virus SP1 (MpV-SP1),,,,,,,,,,,,,,,,

116,Vir./Micromonas/1-178 sp. RCC1109 virus MpV1/E5EQA2_9PHYC/192-369,E5EQA2_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas sp. RCC1109 virus MpV1,,,,,,,,,,,,,,,

117,Vir./Micromonas/1-212 sp. RCC1109 virus MpV1/E5EQK6_9PHYC/204-415,E5EQK6_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas sp. RCC1109 virus MpV1,,,,,,,,,,,,,,,

118,Vir./Micromonas/1-187 pusilla virus SP1 MpV-SP1/G9E5Z4_MPSP1/239-425,G9E5Z4_MPSP1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Micromonas pusilla virus SP1 (MpV-SP1),,,,,,,,,,,,,,,,

119,Vir./Micromonas/1-226 pusilla virus 12T/M4QPV6_9PHYC/202-427,M4QPV6_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas pusilla virus 12T,,,,,,,,,,,,,,,

120,Vir./Micromonas/1-201 sp. RCC1109 virus MpV1/E5EQR0_9PHYC/237-437,E5EQR0_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas sp. RCC1109 virus MpV1,,,,,,,,,,,,,,,

121,Vir./Micromonas/1-213 pusilla virus SP1 MpV-SP1/G9E662_MPSP1/166-378,G9E662_MPSP1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Micromonas pusilla virus SP1 (MpV-SP1),,,,,,,,,,,,,,,,

122,Vir./Micromonas/1-176 pusilla virus SP1 MpV-SP1/G9E5Z3_MPSP1/231-406,G9E5Z3_MPSP1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Micromonas pusilla virus SP1 (MpV-SP1),,,,,,,,,,,,,,,,

123,Vir./Micromonas/1-148 pusilla virus 12T/M4QPV0_9PHYC/192-339,M4QPV0_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas pusilla virus 12T,,,,,,,,,,,,,,,

124,Vir./Micromonas/1-359 pusilla virus 12T/M4QQD3_9PHYC/241-599,M4QQD3_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas pusilla virus 12T,,,,,,,,,,,,,,,

125,Vir./Micromonas/1-106 pusilla virus 12T/M4QMT6_9PHYC/271-376,M4QMT6_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas pusilla virus 12T,,,,,,,,,,,,,,,

126,Vir./Micromonas/1-190 sp. RCC1109 virus MpV1/E5EQD1_9PHYC/245-434,E5EQD1_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas sp. RCC1109 virus MpV1,,,,,,,,,,,,,,,

127,Vir./Micromonas/1-214 pusilla virus SP1 MpV-SP1/G9E6C3_MPSP1/241-454,G9E6C3_MPSP1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Micromonas pusilla virus SP1 (MpV-SP1),,,,,,,,,,,,,,,,

128,Vir./Mollivirus/1-166 sibericum/A0A0M4JK57_9VIRU/378-543,A0A0M4JK57_9VIRU,Viruses,unclassified viruses,Mollivirus sibericum,,,,,,,,,,,,,,,,,,,,,,

129,Vir./Moumouvirus/1-343 australiensis/A0A2P1ELM3_9VIRU/242-584,A0A2P1ELM3_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,unclassified Mimiviridae,Moumouvirus,Moumouvirus australiensis,,,,,,,,,,,,,,,

130,Vir./Moumouvirus/1-175 australiensis/A0A2P1ELH5_9VIRU/325-499,A0A2P1ELH5_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,unclassified Mimiviridae,Moumouvirus,Moumouvirus australiensis,,,,,,,,,,,,,,,

131,Vir./Moumouvirus/1-343 goulette/M1NMT4_9VIRU/242-584,M1NMT4_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,unclassified Mimiviridae,Moumouvirus,Moumouvirus goulette,,,,,,,,,,,,,,,

132,Vir./Moumouvirus/1-177 goulette/M1PBR4_9VIRU/327-503,M1PBR4_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,unclassified Mimiviridae,Moumouvirus,Moumouvirus goulette,,,,,,,,,,,,,,,

133,Vir./Moumouvirus/1-185 goulette/M1PX99_9VIRU/410-594,M1PX99_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,unclassified Mimiviridae,Moumouvirus,Moumouvirus goulette,,,,,,,,,,,,,,,

134,Vir./Moumouvirus/1-185 australiensis/A0A2P1ELJ4_9VIRU/410-594,A0A2P1ELJ4_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,unclassified Mimiviridae,Moumouvirus,Moumouvirus australiensis,,,,,,,,,,,,,,,

135,Vir./Noumeavirus/A0A1Q1PNI8_9VIRU/273-470,A0A1Q1PNI8_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,Marseillevirus,unclassified Marseillevirus,Noumeavirus,,,,,,,,,,,,,,,

136,Vir./Only/1-218 Syngen Nebraska virus 5/A0A1J0F9Q9_9PHYC/215-432,A0A1J0F9Q9_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Only Syngen Nebraska virus 5,,,,,,,,,,,,,,,

137,Vir./Only/1-190 Syngen Nebraska virus 5/A0A1J0F9X9_9PHYC/206-395,A0A1J0F9X9_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Only Syngen Nebraska virus 5,,,,,,,,,,,,,,,

138,Vir./Only/1-168 Syngen Nebraska virus 5/A0A1J0F9N8_9PHYC/314-481,A0A1J0F9N8_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Only Syngen Nebraska virus 5,,,,,,,,,,,,,,,

139,Vir./Only/1-190 Syngen Nebraska virus 5/A0A1J0FA58_9PHYC/331-520,A0A1J0FA58_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Only Syngen Nebraska virus 5,,,,,,,,,,,,,,,

140,Vir./Only/1-192 Syngen Nebraska virus 5/A0A1J0F9D5_9PHYC/215-406,A0A1J0F9D5_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Only Syngen Nebraska virus 5,,,,,,,,,,,,,,,

141,Vir./Ostreococcus/1-185 lucimarinus virus OlV4/G9E4Z3_9PHYC/236-420,G9E4Z3_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus lucimarinus virus OlV4,,,,,,,,,,,,,,,

142,Vir./Ostreococcus/1-185 mediterraneus virus 1/A0A0P0CIN9_9PHYC/241-425,A0A0P0CIN9_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus mediterraneus virus 1,,,,,,,,,,,,,,,

143,Vir./Ostreococcus/1-185 tauri virus RT-2011/H8ZJ92_9PHYC/241-425,H8ZJ92_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus RT-2011,,,,,,,,,,,,,,,

144,Vir./Ostreococcus/1-165 mediterraneus virus 1/A0A0P0C657_9PHYC/216-380,A0A0P0C657_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus mediterraneus virus 1,,,,,,,,,,,,,,,

145,Vir./Ostreococcus/1-172 tauri virus 2/E4WLW1_9PHYC/216-387,E4WLW1_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus 2,,,,,,,,,,,,,,,

146,Vir./Ostreococcus/1-186 tauri virus 2/E4WLW2_9PHYC/241-426,E4WLW2_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus 2,,,,,,,,,,,,,,,

147,Vir./Ostreococcus/1-172 tauri virus RT-2011/H8ZJ91_9PHYC/217-388,H8ZJ91_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus RT-2011,,,,,,,,,,,,,,,

148,Vir./Ostreococcus/1-173 lucimarinus virus OlV4/G9E4Z2_9PHYC/219-391,G9E4Z2_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus lucimarinus virus OlV4,,,,,,,,,,,,,,,

149,Vir./Ostreococcus/1-215 tauri virus 2/E4WM30_9PHYC/213-427,E4WM30_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus 2,,,,,,,,,,,,,,,

150,Vir./Ostreococcus/1-215 tauri virus RT-2011/H8ZJG5_9PHYC/204-418,H8ZJG5_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus RT-2011,,,,,,,,,,,,,,,

151,Vir./Ostreococcus/1-160 tauri virus RT-2011/H8ZJQ2_9PHYC/201-360,H8ZJQ2_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus RT-2011,,,,,,,,,,,,,,,

152,Vir./Ostreococcus/1-215 lucimarinus virus OlV4/G9E591_9PHYC/213-427,G9E591_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus lucimarinus virus OlV4,,,,,,,,,,,,,,,

153,Vir./Ostreococcus/1-215 mediterraneus virus 1/A0A0P0BXC0_9PHYC/213-427,A0A0P0BXC0_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus mediterraneus virus 1,,,,,,,,,,,,,,,

154,Vir./Ostreococcus/1-200 tauri virus 2/E4WM86_9PHYC/240-439,E4WM86_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus 2,,,,,,,,,,,,,,,

155,Vir./Ostreococcus/1-162 mediterraneus virus 1/A0A0P0C6F7_9PHYC/200-361,A0A0P0C6F7_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus mediterraneus virus 1,,,,,,,,,,,,,,,

156,Vir./Ostreococcus/1-162 tauri virus 2/E4WM82_9PHYC/200-361,E4WM82_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus 2,,,,,,,,,,,,,,,

157,Vir./Ostreococcus/1-204 tauri virus RT-2011/H8ZJQ6_9PHYC/239-442,H8ZJQ6_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus RT-2011,,,,,,,,,,,,,,,

158,Vir./Ostreococcus/1-194 mediterraneus virus 1/A0A0P0CLA9_9PHYC/246-439,A0A0P0CLA9_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus mediterraneus virus 1,,,,,,,,,,,,,,,

159,Vir./Ostreococcus/1-210 lucimarinus virus OlV4/G9E522_9PHYC/240-449,G9E522_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus lucimarinus virus OlV4,,,,,,,,,,,,,,,

160,Vir./Ostreococcus/1-157 tauri virus RT-2011/H8ZJ73_9PHYC/194-350,H8ZJ73_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus RT-2011,,,,,,,,,,,,,,,

161,Vir./Ostreococcus/1-110 mediterraneus virus 1/A0A0P0CKZ8_9PHYC/235-344,A0A0P0CKZ8_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus mediterraneus virus 1,,,,,,,,,,,,,,,

